order_id,datetime,dish_ids,dish_names,prep_times,quantities,total_time
791,2025-05-20 23:42,"[3, 8, 12, 10, 21]","['Caesar salad', 'Almond chicken strips with lemon sauce', 'Mediterranean Lamb Burger', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Coca-Cola']","[30, 25, 30, 30, 1]","[3, 2, 3, 2, 3]",33
792,2025-05-29 23:42,"[10, 24, 23]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Coffee with Milk', 'Espresso']","[30, 5, 5]","[1, 1, 3]",33
793,2025-05-26 23:42,"[7, 1, 5, 12, 20]","['Beef steaks with strawberry sauce', 'Risotto', 'Warm Salad with Baby Eels and King Prawns', 'Mediterranean Lamb Burger', 'Lemon Iced Tea']","[30, 30, 20, 30, 1]","[1, 3, 1, 1, 3]",37
794,2025-05-16 23:42,"[12, 11]","['Mediterranean Lamb Burger', 'Sautéed spanish Sausage and Mushrooms']","[30, 30]","[3, 2]",35
795,2025-05-25 23:42,"[1, 3]","['Risotto', 'Caesar salad']","[30, 30]","[1, 3]",36
796,2025-06-06 23:42,"[17, 15, 5, 22]","['Catalan Cream', 'Chilled Raspberry Crumble', 'Warm Salad with Baby Eels and King Prawns', 'Fanta Orange']","[40, 25, 20, 1]","[1, 2, 1, 1]",47
797,2025-05-15 23:42,"[21, 18, 5, 2]","['Coca-Cola', 'Layered Banana Dessert', 'Warm Salad with Baby Eels and King Prawns', 'Spaghetti carbonara']","[1, 15, 20, 25]","[2, 1, 3, 1]",31
798,2025-05-16 23:42,"[9, 1]","['Meatballs in Spanish Sauce', 'Risotto']","[30, 30]","[1, 2]",36
799,2025-05-26 23:42,"[20, 11]","['Lemon Iced Tea', 'Sautéed spanish Sausage and Mushrooms']","[1, 30]","[2, 2]",33
800,2025-05-17 23:42,"[4, 10]","['Macaroni with Tomato and Chorizo', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[25, 30]","[1, 1]",33
801,2025-05-14 23:42,"[7, 20, 14]","['Beef steaks with strawberry sauce', 'Lemon Iced Tea', 'Lemon Sorbet with Cava']","[30, 1, 5]","[3, 3, 2]",37
802,2025-05-17 23:42,"[19, 1]","['Sparkling Water', 'Risotto']","[1, 30]","[1, 1]",35
803,2025-05-23 23:42,[20],['Lemon Iced Tea'],[1],[3],8
804,2025-05-30 23:42,"[19, 6, 12, 8]","['Sparkling Water', 'Seafood Soup', 'Mediterranean Lamb Burger', 'Almond chicken strips with lemon sauce']","[1, 55, 30, 25]","[2, 2, 2, 1]",58
805,2025-05-25 23:42,"[11, 5, 24, 19]","['Sautéed spanish Sausage and Mushrooms', 'Warm Salad with Baby Eels and King Prawns', 'Coffee with Milk', 'Sparkling Water']","[30, 20, 5, 1]","[3, 1, 1, 1]",35
806,2025-06-04 23:42,[23],['Espresso'],[5],[1],14
807,2025-05-18 23:42,[14],['Lemon Sorbet with Cava'],[5],[1],13
808,2025-06-07 23:42,"[13, 24, 5, 1, 12]","['Chocolate Lava Cake', 'Coffee with Milk', 'Warm Salad with Baby Eels and King Prawns', 'Risotto', 'Mediterranean Lamb Burger']","[25, 5, 20, 30, 30]","[2, 3, 3, 1, 3]",34
809,2025-05-25 23:42,"[18, 3]","['Layered Banana Dessert', 'Caesar salad']","[15, 30]","[3, 3]",40
810,2025-06-05 23:42,"[22, 14, 12, 9]","['Fanta Orange', 'Lemon Sorbet with Cava', 'Mediterranean Lamb Burger', 'Meatballs in Spanish Sauce']","[1, 5, 30, 30]","[2, 3, 3, 1]",34
811,2025-05-29 23:42,"[14, 22]","['Lemon Sorbet with Cava', 'Fanta Orange']","[5, 1]","[3, 2]",13
812,2025-06-10 23:42,"[22, 6, 17, 3, 13]","['Fanta Orange', 'Seafood Soup', 'Catalan Cream', 'Caesar salad', 'Chocolate Lava Cake']","[1, 55, 40, 30, 25]","[3, 3, 3, 2, 2]",64
813,2025-05-24 23:42,"[13, 8]","['Chocolate Lava Cake', 'Almond chicken strips with lemon sauce']","[25, 25]","[2, 3]",29
814,2025-05-31 23:42,"[11, 4]","['Sautéed spanish Sausage and Mushrooms', 'Macaroni with Tomato and Chorizo']","[30, 25]","[2, 3]",40
815,2025-05-17 23:42,[1],['Risotto'],[30],[1],39
816,2025-05-23 23:42,"[3, 9, 23, 14, 16]","['Caesar salad', 'Meatballs in Spanish Sauce', 'Espresso', 'Lemon Sorbet with Cava', 'Fresh Fruit Dessert']","[30, 30, 5, 5, 15]","[2, 3, 3, 1, 3]",36
817,2025-05-26 23:42,"[22, 7, 12, 1, 16]","['Fanta Orange', 'Beef steaks with strawberry sauce', 'Mediterranean Lamb Burger', 'Risotto', 'Fresh Fruit Dessert']","[1, 30, 30, 30, 15]","[3, 2, 2, 1, 1]",40
818,2025-05-25 23:42,"[1, 19, 21]","['Risotto', 'Sparkling Water', 'Coca-Cola']","[30, 1, 1]","[2, 1, 2]",35
819,2025-06-10 23:42,[16],['Fresh Fruit Dessert'],[15],[2],23
820,2025-06-12 23:42,"[24, 5, 13, 14, 11]","['Coffee with Milk', 'Warm Salad with Baby Eels and King Prawns', 'Chocolate Lava Cake', 'Lemon Sorbet with Cava', 'Sautéed spanish Sausage and Mushrooms']","[5, 20, 25, 5, 30]","[1, 2, 3, 3, 1]",37
821,2025-05-30 23:42,"[8, 14, 7, 21]","['Almond chicken strips with lemon sauce', 'Lemon Sorbet with Cava', 'Beef steaks with strawberry sauce', 'Coca-Cola']","[25, 5, 30, 1]","[2, 2, 1, 3]",36
822,2025-06-05 23:42,"[6, 20]","['Seafood Soup', 'Lemon Iced Tea']","[55, 1]","[3, 1]",59
823,2025-05-18 23:42,"[24, 15]","['Coffee with Milk', 'Chilled Raspberry Crumble']","[5, 25]","[2, 3]",35
824,2025-05-17 23:42,[14],['Lemon Sorbet with Cava'],[5],[1],13
825,2025-05-17 23:42,"[13, 17, 23]","['Chocolate Lava Cake', 'Catalan Cream', 'Espresso']","[25, 40, 5]","[2, 2, 1]",46
826,2025-06-01 23:42,[18],['Layered Banana Dessert'],[15],[1],20
827,2025-06-11 23:42,"[22, 8]","['Fanta Orange', 'Almond chicken strips with lemon sauce']","[1, 25]","[3, 3]",35
828,2025-05-17 23:42,[13],['Chocolate Lava Cake'],[25],[2],35
829,2025-05-13 23:42,[3],['Caesar salad'],[30],[3],33
830,2025-05-25 23:42,"[12, 14]","['Mediterranean Lamb Burger', 'Lemon Sorbet with Cava']","[30, 5]","[3, 1]",40
831,2025-05-18 23:42,"[12, 9, 8, 18, 5]","['Mediterranean Lamb Burger', 'Meatballs in Spanish Sauce', 'Almond chicken strips with lemon sauce', 'Layered Banana Dessert', 'Warm Salad with Baby Eels and King Prawns']","[30, 30, 25, 15, 20]","[3, 2, 3, 3, 1]",33
832,2025-06-11 23:42,"[6, 9]","['Seafood Soup', 'Meatballs in Spanish Sauce']","[55, 30]","[3, 2]",62
833,2025-06-08 23:42,"[15, 23, 18]","['Chilled Raspberry Crumble', 'Espresso', 'Layered Banana Dessert']","[25, 5, 15]","[2, 2, 3]",28
834,2025-05-14 23:42,"[19, 5]","['Sparkling Water', 'Warm Salad with Baby Eels and King Prawns']","[1, 20]","[1, 2]",23
835,2025-06-10 23:42,"[18, 14, 13, 17, 22]","['Layered Banana Dessert', 'Lemon Sorbet with Cava', 'Chocolate Lava Cake', 'Catalan Cream', 'Fanta Orange']","[15, 5, 25, 40, 1]","[2, 3, 1, 3, 2]",45
836,2025-05-27 23:42,[11],['Sautéed spanish Sausage and Mushrooms'],[30],[3],37
837,2025-05-29 23:42,"[6, 24]","['Seafood Soup', 'Coffee with Milk']","[55, 5]","[3, 2]",61
838,2025-05-28 23:42,"[9, 19, 20, 1, 16]","['Meatballs in Spanish Sauce', 'Sparkling Water', 'Lemon Iced Tea', 'Risotto', 'Fresh Fruit Dessert']","[30, 1, 1, 30, 15]","[2, 1, 2, 1, 2]",40
839,2025-06-02 23:42,"[24, 8, 22, 9, 20]","['Coffee with Milk', 'Almond chicken strips with lemon sauce', 'Fanta Orange', 'Meatballs in Spanish Sauce', 'Lemon Iced Tea']","[5, 25, 1, 30, 1]","[1, 2, 2, 3, 2]",36
840,2025-05-13 23:42,"[17, 10]","['Catalan Cream', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[40, 30]","[1, 1]",44
841,2025-05-29 23:42,"[14, 16, 3]","['Lemon Sorbet with Cava', 'Fresh Fruit Dessert', 'Caesar salad']","[5, 15, 30]","[3, 2, 1]",40
842,2025-06-01 23:42,"[24, 3, 22]","['Coffee with Milk', 'Caesar salad', 'Fanta Orange']","[5, 30, 1]","[3, 3, 2]",34
843,2025-06-04 23:42,"[4, 18, 17, 2, 16]","['Macaroni with Tomato and Chorizo', 'Layered Banana Dessert', 'Catalan Cream', 'Spaghetti carbonara', 'Fresh Fruit Dessert']","[25, 15, 40, 25, 15]","[3, 2, 3, 2, 1]",50
844,2025-05-18 23:42,"[13, 8, 7, 20]","['Chocolate Lava Cake', 'Almond chicken strips with lemon sauce', 'Beef steaks with strawberry sauce', 'Lemon Iced Tea']","[25, 25, 30, 1]","[3, 3, 3, 1]",36
845,2025-05-15 23:42,[7],['Beef steaks with strawberry sauce'],[30],[1],33
846,2025-06-09 23:42,[8],['Almond chicken strips with lemon sauce'],[25],[2],35
847,2025-05-14 23:42,[17],['Catalan Cream'],[40],[1],44
848,2025-06-05 23:42,"[21, 11, 14, 6, 15]","['Coca-Cola', 'Sautéed spanish Sausage and Mushrooms', 'Lemon Sorbet with Cava', 'Seafood Soup', 'Chilled Raspberry Crumble']","[1, 30, 5, 55, 25]","[1, 2, 1, 1, 1]",62
849,2025-05-13 23:42,"[16, 3, 14]","['Fresh Fruit Dessert', 'Caesar salad', 'Lemon Sorbet with Cava']","[15, 30, 5]","[3, 3, 2]",37
850,2025-05-26 23:42,"[14, 16, 13, 18, 7]","['Lemon Sorbet with Cava', 'Fresh Fruit Dessert', 'Chocolate Lava Cake', 'Layered Banana Dessert', 'Beef steaks with strawberry sauce']","[5, 15, 25, 15, 30]","[1, 3, 3, 1, 2]",37
851,2025-06-02 23:42,"[10, 14]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Lemon Sorbet with Cava']","[30, 5]","[2, 3]",37
852,2025-05-26 23:42,"[18, 14, 16, 11, 10]","['Layered Banana Dessert', 'Lemon Sorbet with Cava', 'Fresh Fruit Dessert', 'Sautéed spanish Sausage and Mushrooms', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[15, 5, 15, 30, 30]","[3, 2, 1, 1, 2]",33
853,2025-06-12 23:42,"[8, 1]","['Almond chicken strips with lemon sauce', 'Risotto']","[25, 30]","[1, 3]",33
854,2025-05-14 23:42,"[16, 7, 14]","['Fresh Fruit Dessert', 'Beef steaks with strawberry sauce', 'Lemon Sorbet with Cava']","[15, 30, 5]","[1, 3, 2]",39
855,2025-06-05 23:42,"[19, 10, 3, 15, 2]","['Sparkling Water', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Caesar salad', 'Chilled Raspberry Crumble', 'Spaghetti carbonara']","[1, 30, 30, 25, 25]","[2, 3, 3, 3, 1]",40
856,2025-06-02 23:42,"[20, 22, 10]","['Lemon Iced Tea', 'Fanta Orange', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[1, 1, 30]","[3, 3, 2]",38
857,2025-05-25 23:42,"[19, 11, 18, 24]","['Sparkling Water', 'Sautéed spanish Sausage and Mushrooms', 'Layered Banana Dessert', 'Coffee with Milk']","[1, 30, 15, 5]","[2, 3, 3, 3]",34
858,2025-05-14 23:42,"[8, 11]","['Almond chicken strips with lemon sauce', 'Sautéed spanish Sausage and Mushrooms']","[25, 30]","[3, 1]",36
859,2025-05-22 23:42,"[19, 15, 9]","['Sparkling Water', 'Chilled Raspberry Crumble', 'Meatballs in Spanish Sauce']","[1, 25, 30]","[2, 3, 3]",36
860,2025-06-08 23:42,"[10, 19, 13]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Sparkling Water', 'Chocolate Lava Cake']","[30, 1, 25]","[1, 2, 3]",34
861,2025-05-26 23:42,"[10, 11]","['Beef Burger Stuffed with Jalapeños and Cheddar', 'Sautéed spanish Sausage and Mushrooms']","[30, 30]","[3, 3]",39
862,2025-06-06 23:42,"[7, 5, 15, 9]","['Beef steaks with strawberry sauce', 'Warm Salad with Baby Eels and King Prawns', 'Chilled Raspberry Crumble', 'Meatballs in Spanish Sauce']","[30, 20, 25, 30]","[2, 3, 3, 1]",34
863,2025-05-21 23:42,"[16, 22, 6, 21, 24]","['Fresh Fruit Dessert', 'Fanta Orange', 'Seafood Soup', 'Coca-Cola', 'Coffee with Milk']","[15, 1, 55, 1, 5]","[1, 3, 1, 2, 3]",59
864,2025-05-15 23:42,"[23, 14, 5, 13]","['Espresso', 'Lemon Sorbet with Cava', 'Warm Salad with Baby Eels and King Prawns', 'Chocolate Lava Cake']","[5, 5, 20, 25]","[1, 3, 2, 1]",35
865,2025-05-16 23:42,[23],['Espresso'],[5],[3],9
866,2025-06-06 23:42,"[19, 17, 16, 4, 7]","['Sparkling Water', 'Catalan Cream', 'Fresh Fruit Dessert', 'Macaroni with Tomato and Chorizo', 'Beef steaks with strawberry sauce']","[1, 40, 15, 25, 30]","[3, 1, 3, 1, 2]",48
867,2025-06-05 23:42,[14],['Lemon Sorbet with Cava'],[5],[2],9
868,2025-06-09 23:42,"[4, 24, 6, 7, 22]","['Macaroni with Tomato and Chorizo', 'Coffee with Milk', 'Seafood Soup', 'Beef steaks with strawberry sauce', 'Fanta Orange']","[25, 5, 55, 30, 1]","[2, 1, 1, 1, 2]",59
869,2025-05-18 23:42,"[23, 9, 3, 5]","['Espresso', 'Meatballs in Spanish Sauce', 'Caesar salad', 'Warm Salad with Baby Eels and King Prawns']","[5, 30, 30, 20]","[1, 2, 2, 1]",38
870,2025-05-24 23:42,"[11, 15, 19]","['Sautéed spanish Sausage and Mushrooms', 'Chilled Raspberry Crumble', 'Sparkling Water']","[30, 25, 1]","[3, 2, 1]",35
871,2025-06-11 23:42,[18],['Layered Banana Dessert'],[15],[1],20
872,2025-05-28 23:42,"[6, 11]","['Seafood Soup', 'Sautéed spanish Sausage and Mushrooms']","[55, 30]","[1, 1]",65
873,2025-06-11 23:42,"[6, 19, 16, 21, 7]","['Seafood Soup', 'Sparkling Water', 'Fresh Fruit Dessert', 'Coca-Cola', 'Beef steaks with strawberry sauce']","[55, 1, 15, 1, 30]","[3, 3, 2, 1, 2]",63
874,2025-05-26 23:42,"[2, 8, 4, 3, 10]","['Spaghetti carbonara', 'Almond chicken strips with lemon sauce', 'Macaroni with Tomato and Chorizo', 'Caesar salad', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[25, 25, 25, 30, 30]","[3, 1, 1, 1, 3]",33
875,2025-05-23 23:42,"[6, 10, 13]","['Seafood Soup', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Chocolate Lava Cake']","[55, 30, 25]","[1, 1, 3]",59
876,2025-05-27 23:42,"[4, 24, 6, 20, 16]","['Macaroni with Tomato and Chorizo', 'Coffee with Milk', 'Seafood Soup', 'Lemon Iced Tea', 'Fresh Fruit Dessert']","[25, 5, 55, 1, 15]","[1, 2, 3, 3, 1]",62
877,2025-06-08 23:42,"[21, 3, 23, 9, 12]","['Coca-Cola', 'Caesar salad', 'Espresso', 'Meatballs in Spanish Sauce', 'Mediterranean Lamb Burger']","[1, 30, 5, 30, 30]","[2, 1, 3, 1, 3]",34
878,2025-06-09 23:42,"[9, 12, 24, 10]","['Meatballs in Spanish Sauce', 'Mediterranean Lamb Burger', 'Coffee with Milk', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[30, 30, 5, 30]","[1, 1, 1, 3]",33
879,2025-05-16 23:42,"[7, 5, 9, 13]","['Beef steaks with strawberry sauce', 'Warm Salad with Baby Eels and King Prawns', 'Meatballs in Spanish Sauce', 'Chocolate Lava Cake']","[30, 20, 30, 25]","[3, 2, 3, 1]",35
880,2025-05-27 23:42,[24],['Coffee with Milk'],[5],[3],13
881,2025-05-23 23:42,"[1, 24, 2, 3, 6]","['Risotto', 'Coffee with Milk', 'Spaghetti carbonara', 'Caesar salad', 'Seafood Soup']","[30, 5, 25, 30, 55]","[2, 3, 1, 3, 3]",65
882,2025-05-26 23:42,"[18, 19, 13, 3]","['Layered Banana Dessert', 'Sparkling Water', 'Chocolate Lava Cake', 'Caesar salad']","[15, 1, 25, 30]","[2, 1, 1, 2]",36
883,2025-06-12 23:42,"[21, 14, 18, 6, 13]","['Coca-Cola', 'Lemon Sorbet with Cava', 'Layered Banana Dessert', 'Seafood Soup', 'Chocolate Lava Cake']","[1, 5, 15, 55, 25]","[3, 3, 2, 3, 3]",58
884,2025-06-03 23:42,[12],['Mediterranean Lamb Burger'],[30],[3],40
885,2025-05-18 23:42,"[9, 12, 24]","['Meatballs in Spanish Sauce', 'Mediterranean Lamb Burger', 'Coffee with Milk']","[30, 30, 5]","[1, 1, 3]",38
886,2025-06-04 23:42,"[16, 14, 24, 5, 6]","['Fresh Fruit Dessert', 'Lemon Sorbet with Cava', 'Coffee with Milk', 'Warm Salad with Baby Eels and King Prawns', 'Seafood Soup']","[15, 5, 5, 20, 55]","[1, 3, 3, 3, 3]",58
887,2025-05-30 23:42,"[14, 15]","['Lemon Sorbet with Cava', 'Chilled Raspberry Crumble']","[5, 25]","[3, 3]",28
888,2025-05-15 23:42,"[17, 7, 23]","['Catalan Cream', 'Beef steaks with strawberry sauce', 'Espresso']","[40, 30, 5]","[2, 3, 1]",45
889,2025-06-08 23:42,[10],['Beef Burger Stuffed with Jalapeños and Cheddar'],[30],[3],35
890,2025-06-05 23:42,"[18, 2, 22]","['Layered Banana Dessert', 'Spaghetti carbonara', 'Fanta Orange']","[15, 25, 1]","[1, 2, 3]",30
891,2025-05-30 23:42,"[2, 22, 1]","['Spaghetti carbonara', 'Fanta Orange', 'Risotto']","[25, 1, 30]","[2, 3, 1]",36
892,2025-06-01 23:42,"[22, 9, 24, 17, 21]","['Fanta Orange', 'Meatballs in Spanish Sauce', 'Coffee with Milk', 'Catalan Cream', 'Coca-Cola']","[1, 30, 5, 40, 1]","[2, 1, 2, 1, 3]",47
893,2025-05-26 23:42,"[20, 5]","['Lemon Iced Tea', 'Warm Salad with Baby Eels and King Prawns']","[1, 20]","[2, 1]",28
894,2025-06-02 23:42,"[2, 3, 5, 18, 4]","['Spaghetti carbonara', 'Caesar salad', 'Warm Salad with Baby Eels and King Prawns', 'Layered Banana Dessert', 'Macaroni with Tomato and Chorizo']","[25, 30, 20, 15, 25]","[3, 1, 1, 1, 2]",34
895,2025-05-17 23:42,"[21, 18, 4, 19]","['Coca-Cola', 'Layered Banana Dessert', 'Macaroni with Tomato and Chorizo', 'Sparkling Water']","[1, 15, 25, 1]","[3, 1, 1, 3]",30
896,2025-05-18 23:42,[15],['Chilled Raspberry Crumble'],[25],[3],31
897,2025-06-10 23:42,"[17, 13, 24, 12]","['Catalan Cream', 'Chocolate Lava Cake', 'Coffee with Milk', 'Mediterranean Lamb Burger']","[40, 25, 5, 30]","[2, 1, 3, 3]",46
898,2025-05-13 23:42,"[5, 1]","['Warm Salad with Baby Eels and King Prawns', 'Risotto']","[20, 30]","[2, 2]",35
899,2025-05-30 23:42,"[5, 18, 7, 24, 17]","['Warm Salad with Baby Eels and King Prawns', 'Layered Banana Dessert', 'Beef steaks with strawberry sauce', 'Coffee with Milk', 'Catalan Cream']","[20, 15, 30, 5, 40]","[1, 3, 3, 2, 3]",49
900,2025-05-16 23:42,[18],['Layered Banana Dessert'],[15],[1],21
901,2025-06-09 23:42,"[24, 23]","['Coffee with Milk', 'Espresso']","[5, 5]","[3, 1]",13
902,2025-06-11 23:42,"[15, 7]","['Chilled Raspberry Crumble', 'Beef steaks with strawberry sauce']","[25, 30]","[1, 3]",37
903,2025-05-27 23:42,[14],['Lemon Sorbet with Cava'],[5],[2],8
904,2025-06-12 23:42,"[16, 9]","['Fresh Fruit Dessert', 'Meatballs in Spanish Sauce']","[15, 30]","[3, 1]",40
905,2025-05-14 23:42,[14],['Lemon Sorbet with Cava'],[5],[2],14
906,2025-05-29 23:42,"[1, 19, 2]","['Risotto', 'Sparkling Water', 'Spaghetti carbonara']","[30, 1, 25]","[1, 2, 3]",36
907,2025-05-19 23:42,"[19, 23]","['Sparkling Water', 'Espresso']","[1, 5]","[1, 2]",10
908,2025-05-13 23:42,"[14, 11]","['Lemon Sorbet with Cava', 'Sautéed spanish Sausage and Mushrooms']","[5, 30]","[2, 2]",38
909,2025-05-20 23:42,[19],['Sparkling Water'],[1],[1],11
910,2025-06-06 23:42,"[15, 21, 14, 11]","['Chilled Raspberry Crumble', 'Coca-Cola', 'Lemon Sorbet with Cava', 'Sautéed spanish Sausage and Mushrooms']","[25, 1, 5, 30]","[2, 1, 2, 2]",34
911,2025-05-17 23:42,"[1, 2, 18, 3, 16]","['Risotto', 'Spaghetti carbonara', 'Layered Banana Dessert', 'Caesar salad', 'Fresh Fruit Dessert']","[30, 25, 15, 30, 15]","[3, 3, 3, 3, 3]",39
912,2025-06-04 23:42,"[15, 17]","['Chilled Raspberry Crumble', 'Catalan Cream']","[25, 40]","[1, 3]",45
913,2025-05-13 23:42,"[4, 11, 22]","['Macaroni with Tomato and Chorizo', 'Sautéed spanish Sausage and Mushrooms', 'Fanta Orange']","[25, 30, 1]","[3, 1, 3]",39
914,2025-06-04 23:42,"[23, 11, 17]","['Espresso', 'Sautéed spanish Sausage and Mushrooms', 'Catalan Cream']","[5, 30, 40]","[2, 2, 1]",47
915,2025-05-17 23:42,"[5, 19]","['Warm Salad with Baby Eels and King Prawns', 'Sparkling Water']","[20, 1]","[1, 3]",30
916,2025-06-10 23:42,"[21, 8, 13, 22, 2]","['Coca-Cola', 'Almond chicken strips with lemon sauce', 'Chocolate Lava Cake', 'Fanta Orange', 'Spaghetti carbonara']","[1, 25, 25, 1, 25]","[1, 3, 3, 1, 2]",34
917,2025-05-14 23:42,"[19, 22]","['Sparkling Water', 'Fanta Orange']","[1, 1]","[2, 2]",8
918,2025-06-12 23:42,"[19, 22, 24, 17, 1]","['Sparkling Water', 'Fanta Orange', 'Coffee with Milk', 'Catalan Cream', 'Risotto']","[1, 1, 5, 40, 30]","[3, 2, 1, 2, 3]",48
919,2025-05-19 23:42,"[14, 2, 24, 6]","['Lemon Sorbet with Cava', 'Spaghetti carbonara', 'Coffee with Milk', 'Seafood Soup']","[5, 25, 5, 55]","[3, 1, 1, 1]",59
920,2025-06-10 23:42,"[8, 19, 6, 4]","['Almond chicken strips with lemon sauce', 'Sparkling Water', 'Seafood Soup', 'Macaroni with Tomato and Chorizo']","[25, 1, 55, 25]","[2, 3, 1, 1]",61
921,2025-06-04 23:42,"[1, 12, 24]","['Risotto', 'Mediterranean Lamb Burger', 'Coffee with Milk']","[30, 30, 5]","[2, 2, 3]",36
922,2025-05-27 23:42,"[14, 7, 12]","['Lemon Sorbet with Cava', 'Beef steaks with strawberry sauce', 'Mediterranean Lamb Burger']","[5, 30, 30]","[2, 1, 1]",38
923,2025-06-08 23:42,[17],['Catalan Cream'],[40],[2],45
924,2025-05-26 23:42,[8],['Almond chicken strips with lemon sauce'],[25],[2],32
925,2025-05-15 23:42,"[6, 8, 18, 4]","['Seafood Soup', 'Almond chicken strips with lemon sauce', 'Layered Banana Dessert', 'Macaroni with Tomato and Chorizo']","[55, 25, 15, 25]","[1, 3, 3, 1]",64
926,2025-06-12 23:42,"[18, 6]","['Layered Banana Dessert', 'Seafood Soup']","[15, 55]","[1, 1]",58
927,2025-06-03 23:42,[18],['Layered Banana Dessert'],[15],[3],24
928,2025-05-22 23:42,"[17, 2, 16]","['Catalan Cream', 'Spaghetti carbonara', 'Fresh Fruit Dessert']","[40, 25, 15]","[2, 1, 1]",43
929,2025-05-22 23:42,"[2, 18, 5, 22]","['Spaghetti carbonara', 'Layered Banana Dessert', 'Warm Salad with Baby Eels and King Prawns', 'Fanta Orange']","[25, 15, 20, 1]","[2, 1, 3, 1]",29
930,2025-06-05 23:42,"[8, 9, 12]","['Almond chicken strips with lemon sauce', 'Meatballs in Spanish Sauce', 'Mediterranean Lamb Burger']","[25, 30, 30]","[3, 3, 1]",38
931,2025-06-02 23:42,"[4, 21, 14, 15, 10]","['Macaroni with Tomato and Chorizo', 'Coca-Cola', 'Lemon Sorbet with Cava', 'Chilled Raspberry Crumble', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[25, 1, 5, 25, 30]","[3, 2, 3, 2, 2]",37
932,2025-06-10 23:42,"[23, 18, 10]","['Espresso', 'Layered Banana Dessert', 'Beef Burger Stuffed with Jalapeños and Cheddar']","[5, 15, 30]","[1, 2, 1]",36
933,2025-06-10 23:42,[18],['Layered Banana Dessert'],[15],[3],25
934,2025-06-06 23:42,"[22, 19, 21, 13, 1]","['Fanta Orange', 'Sparkling Water', 'Coca-Cola', 'Chocolate Lava Cake', 'Risotto']","[1, 1, 1, 25, 30]","[3, 2, 3, 1, 1]",33
935,2025-05-17 23:42,[19],['Sparkling Water'],[1],[3],8
936,2025-05-26 23:42,"[24, 19, 13, 4]","['Coffee with Milk', 'Sparkling Water', 'Chocolate Lava Cake', 'Macaroni with Tomato and Chorizo']","[5, 1, 25, 25]","[1, 2, 2, 3]",33
937,2025-06-11 23:42,"[23, 11, 19, 7, 24]","['Espresso', 'Sautéed spanish Sausage and Mushrooms', 'Sparkling Water', 'Beef steaks with strawberry sauce', 'Coffee with Milk']","[5, 30, 1, 30, 5]","[3, 1, 2, 3, 3]",37
938,2025-05-14 23:42,"[14, 21, 4, 19, 11]","['Lemon Sorbet with Cava', 'Coca-Cola', 'Macaroni with Tomato and Chorizo', 'Sparkling Water', 'Sautéed spanish Sausage and Mushrooms']","[5, 1, 25, 1, 30]","[1, 2, 1, 2, 3]",36
939,2025-05-14 23:42,[15],['Chilled Raspberry Crumble'],[25],[3],33
940,2025-06-03 23:42,"[21, 10, 7, 20]","['Coca-Cola', 'Beef Burger Stuffed with Jalapeños and Cheddar', 'Beef steaks with strawberry sauce', 'Lemon Iced Tea']","[1, 30, 30, 1]","[3, 1, 2, 3]",36
941,2025-06-06 23:42,"[23, 3, 19]","['Espresso', 'Caesar salad', 'Sparkling Water']","[5, 30, 1]","[2, 3, 3]",40
942,2025-06-12 23:42,[16],['Fresh Fruit Dessert'],[15],[2],23
943,2025-05-20 23:42,"[9, 13, 18, 6]","['Meatballs in Spanish Sauce', 'Chocolate Lava Cake', 'Layered Banana Dessert', 'Seafood Soup']","[30, 25, 15, 55]","[1, 3, 1, 1]",65
944,2025-05-17 23:42,"[11, 14, 23, 5]","['Sautéed spanish Sausage and Mushrooms', 'Lemon Sorbet with Cava', 'Espresso', 'Warm Salad with Baby Eels and King Prawns']","[30, 5, 5, 20]","[1, 1, 2, 3]",34
945,2025-06-07 23:42,"[2, 7]","['Spaghetti carbonara', 'Beef steaks with strawberry sauce']","[25, 30]","[3, 1]",38
946,2025-05-27 23:42,"[13, 5, 4, 7]","['Chocolate Lava Cake', 'Warm Salad with Baby Eels and King Prawns', 'Macaroni with Tomato and Chorizo', 'Beef steaks with strawberry sauce']","[25, 20, 25, 30]","[2, 1, 1, 2]",33
947,2025-05-22 23:42,"[8, 4, 24, 23, 18]","['Almond chicken strips with lemon sauce', 'Macaroni with Tomato and Chorizo', 'Coffee with Milk', 'Espresso', 'Layered Banana Dessert']","[25, 25, 5, 5, 15]","[1, 1, 2, 3, 1]",32
948,2025-05-28 23:42,[6],['Seafood Soup'],[55],[2],58
949,2025-05-17 23:42,[22],['Fanta Orange'],[1],[3],10
950,2025-06-04 23:42,"[15, 1, 13]","['Chilled Raspberry Crumble', 'Risotto', 'Chocolate Lava Cake']","[25, 30, 25]","[1, 1, 3]",35
